PSDI_ID,Canonical name,InChi,InChiKey,SMILES,Tautomers,Isomers,n_MeltingPoint,n_BoilingPoint,n_HLC,n_LogS,n_Miscibility,Molecular Weight,CLogP,Heavy Atom Count,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Rotatable Bonds,Rings,Hetero Aromatic Rings,Aromatic Rings,Topological Polar Surface Area,Quantitative Estimation of Drug-likeness
PSDI003400,,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",JNTOKFNBDFMTIV-UHFFFAOYSA-N,CCCO[N+](=O)[O-],1,1,0,0,1,1,0,105.04,0.6,7.0,3.0,0.0,3.0,0.0,0.0,0.0,52.37,0.39
PSDI00340A,,"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3",PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(O)c(OC)c1,2,1,0,0,1,1,0,166.1,2.35,12.0,2.0,1.0,3.0,1.0,0.0,1.0,29.46,0.75
PSDI003495,,"InChI=1S/C7H14O2/c1-4-6(3)7(8)9-5-2/h6H,4-5H2,1-3H3",HCRBXQFHJMCTLF-UHFFFAOYSA-N,CCOC(=O)C(C)CC,2,2,0,0,1,1,0,130.1,1.6,9.0,2.0,0.0,3.0,0.0,0.0,0.0,26.3,0.54
PSDI0034C7,,"InChI=1S/C4H8N2O3/c1-3-9-4(7)6(2)5-8/h3H2,1-2H3",CAUBWLYZCDDYEF-UHFFFAOYSA-N,CCOC(=O)N(C)N=O,1,1,0,0,1,1,0,132.05,0.76,9.0,4.0,0.0,2.0,0.0,0.0,0.0,58.97,0.41
PSDI0034F8,,"InChI=1S/C7H16O/c1-5-7(3,4)8-6-2/h5-6H2,1-4H3",KFRVYYGHSPLXSZ-UHFFFAOYSA-N,CCOC(C)(C)CC,1,1,0,0,1,1,0,116.12,2.21,8.0,1.0,0.0,3.0,0.0,0.0,0.0,9.23,0.55
PSDI0035B7,,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,1,1,0,0,1,1,0,73.05,-0.3,5.0,1.0,0.0,1.0,0.0,0.0,0.0,20.31,0.39
PSDI0035EA,,"InChI=1S/C8H10N2O/c1-10(9-11)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",NGXUJKBJBFLCAR-UHFFFAOYSA-N,CN(Cc1ccccc1)N=O,1,1,0,0,1,1,0,150.08,1.8,11.0,2.0,0.0,3.0,1.0,0.0,1.0,32.67,0.49
PSDI0035EC,,"InChI=1S/C2H5N3O2/c1-5(4-7)2(3)6/h1H3,(H2,3,6)",ZRKWMRDKSOPRRS-UHFFFAOYSA-N,CN(N=O)C(N)=O,2,1,0,0,1,2,0,103.04,0.09,7.0,3.0,2.0,1.0,0.0,0.0,0.0,76.75,0.21
PSDI00361D,,"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)",UHXUZOCRWCRNSJ-UHFFFAOYSA-N,CNC(=O)O/N=C(/C)SC,2,4,0,0,1,2,0,162.05,1.24,10.0,4.0,1.0,1.0,0.0,0.0,0.0,54.18,0.36
PSDI003657,,"InChI=1S/C4H8O3/c1-3(5)4(6)7-2/h3,5H,1-2H3",LPEKGGXMPWTOCB-UHFFFAOYSA-N,COC(=O)C(C)O,4,2,0,0,1,1,0,104.05,-0.46,7.0,3.0,1.0,1.0,0.0,0.0,0.0,46.53,0.46
PSDI0036FE,,"InChI=1S/C7H4Cl4O/c1-12-7-4(9)2-3(8)5(10)6(7)11/h2H,1H3",ITXDBGLYYSJNPK-UHFFFAOYSA-N,COc1c(Cl)cc(Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,243.9,4.31,12.0,1.0,0.0,1.0,1.0,0.0,1.0,9.23,0.53
PSDI003700,,"InChI=1S/C7H6Cl2O/c1-10-7-5(8)3-2-4-6(7)9/h2-4H,1H3",KZLMCDNAVVJKPX-UHFFFAOYSA-N,COc1c(Cl)cccc1Cl,1,1,0,0,1,1,0,175.98,3.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0,9.23,0.64
PSDI00391F,,"InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",GVYLCNUFSHDAAW-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1,42,0,0,1,2,0,539.63,6.22,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.32
PSDI00392A,,InChI=1S/C12H2Cl8/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2H,HJBYDWKNARZTMJ-UHFFFAOYSA-N,Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,425.77,8.58,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.31
PSDI00392B,,InChI=1S/C12H3Cl7/c13-5-1-4(2-6(14)10(5)17)9-11(18)7(15)3-8(16)12(9)19/h1-3H,SSTJUBQGYXNFFP-UHFFFAOYSA-N,Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc(Cl)c1Cl,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI00392C,,InChI=1S/C12H2Cl8/c13-4-2-6(15)9(17)11(19)7(4)3-1-5(14)10(18)12(20)8(3)16/h1-2H,BQFCCUSDZLKBJG-UHFFFAOYSA-N,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,425.77,8.58,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.31
PSDI00392E,,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,ZDLMBNHYTPHDLF-UHFFFAOYSA-N,Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI003931,,InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,ZHLICBPIXDOFFG-UHFFFAOYSA-N,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003932,,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,DTMRKGRREZAYAP-UHFFFAOYSA-N,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,1,1,0,0,1,2,0,425.77,8.58,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.31
PSDI003933,,InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,XUAWBXBYHDRROL-UHFFFAOYSA-N,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI003934,,InChI=1S/C12H4Cl6/c13-7-2-1-6(10(16)12(7)18)5-3-8(14)11(17)9(15)4-5/h1-4H,YTWXDQVNPCIEOX-UHFFFAOYSA-N,Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003935,,InChI=1S/C12H5Cl5/c13-8-3-1-2-7(11(8)16)6-4-9(14)12(17)10(15)5-6/h1-5H,GWOWBISZHLPYEK-UHFFFAOYSA-N,Clc1cc(-c2cccc(Cl)c2Cl)cc(Cl)c1Cl,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI00393A,,InChI=1S/C12H3Cl7/c13-4-1-5(14)9(6(15)2-4)10-11(18)7(16)3-8(17)12(10)19/h1-3H,MMTJWDQKGUNSDK-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.43
PSDI00393B,,InChI=1S/C12H2Cl8/c13-3-1-6(16)11(19)12(20)7(3)8-9(17)4(14)2-5(15)10(8)18/h1-2H,LJQOBQLZTUSEJA-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,425.77,8.58,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.31
PSDI00393C,,InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,UDMZPLROONOSEF-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,1,1,0,0,1,2,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.43
PSDI00393E,,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,ICOAEPDGFWLUTI-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,1,1,0,0,1,4,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.5
PSDI00393F,,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-6(15)3-7(16)11(18)12(9)19/h1-3H,HGMYRFJAJNYBRX-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI003940,,InChI=1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,LKHLFUVHHXCNJH-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,1,1,0,0,1,2,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003941,,InChI=1S/C12H4Cl6/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4H,AZXHAWRMEPZSSV-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.37
PSDI003942,,InChI=1S/C12H3Cl7/c13-4-1-6(14)9(7(15)2-4)5-3-8(16)11(18)12(19)10(5)17/h1-3H,RXRLRYZUMSYVLS-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI003943,,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,WBHQEUPUMONIKF-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI003944,,InChI=1S/C12H4Cl6/c13-5-1-10(17)12(11(18)2-5)6-3-8(15)9(16)4-7(6)14/h1-4H,QXZHEJWDLVUFFB-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003945,,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,MVWHGTYKUMDIHL-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,1,1,0,0,1,4,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003948,,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,OAEQTHQGPZKTQP-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.55
PSDI00394A,,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,1,1,0,0,1,3,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.37
PSDI00394C,,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,JTUSORDQZVOEAZ-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,1,1,0,0,1,4,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI00394D,,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,MTLMVEWEYZFYTH-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,1,1,0,0,1,3,0,255.96,5.31,15.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.65
PSDI00394E,,InChI=1S/C12H6Cl4/c13-7-5-10(15)12(11(16)6-7)8-3-1-2-4-9(8)14/h1-6H,VLLVVZDKBSYMCG-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2ccccc2Cl)c(Cl)c1,1,1,0,0,1,1,0,289.92,5.97,16.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.61
PSDI00394F,,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-11(15)12(16)6-10(8)14/h1-6H,XBTHILIDLBPRPM-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2ccccc2Cl)cc1Cl,1,1,0,0,1,1,0,289.92,5.97,16.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.57
PSDI003950,,InChI=1S/C12H2Cl8/c13-3-1-4(7(15)5(14)2-3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,PJHBSPRZHUOIAS-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,1,1,0,0,1,1,0,425.77,8.58,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.31
PSDI003952,,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,WCIBKXHMIXUQHK-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.43
PSDI003953,,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,JPOPEORRMSDUIP-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,1,1,0,0,1,4,0,425.77,8.58,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.4
PSDI003955,,InChI=1S/C12H4Cl6/c13-5-3-6(11(17)9(16)4-5)10-7(14)1-2-8(15)12(10)18/h1-4H,UUTNFLRSJBQQJM-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003956,,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,HOPMUCXYRNOABF-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI003957,,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003959,,InChI=1S/C12H5Cl5/c13-6-4-8(12(17)10(15)5-6)7-2-1-3-9(14)11(7)16/h1-5H,SUBRHHYLRGOTHL-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2cccc(Cl)c2Cl)c1,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI003970,,InChI=1S/C10HCl7/c11-2-1-3(12)6(13)5-4(2)7(14)9(16)10(17)8(5)15/h1H,QYEGXUUXWMKHHS-UHFFFAOYSA-N,Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,1,1,0,0,1,1,0,365.79,7.41,17.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.33
PSDI003974,,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)10-11(17)8(15)4-9(16)12(10)18/h1-4H,ZEATXTCWXKQPHO-UHFFFAOYSA-N,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003977,,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)9-4-11(16)12(17)5-10(9)15/h1-5H,ZLGYJAIAVPVCNF-UHFFFAOYSA-N,Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)cc2Cl)c1,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI003987,,InChI=1S/C10H4Cl4/c11-7-1-2-8(12)6-4-10(14)9(13)3-5(6)7/h1-4H,VJZRCIYSYVGDMU-UHFFFAOYSA-N,Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,1,1,0,0,1,1,0,263.91,5.45,14.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.59
PSDI00398C,,InChI=1S/C12H2Cl8/c13-4-2-1-3(6(14)7(4)15)5-8(16)10(18)12(20)11(19)9(5)17/h1-2H,JAHJITLFJSDRCG-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,425.77,8.58,20.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.31
PSDI00398E,,InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)12(5)19)8-10(17)6(14)3-7(15)11(8)18/h1-3H,CXOYNJAHPUASHN-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI003990,,InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H,ZAGRQXMWMRUYRB-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.47
PSDI003994,,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(16)5-6)11-8(14)3-4-9(15)12(11)17/h1-5H,CXKIGWXPPVZSQK-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,1,1,0,0,1,4,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI003995,,InChI=1S/C12H4Cl6/c13-6-3-4-7(14)11(17)9(6)5-1-2-8(15)12(18)10(5)16/h1-4H,OKBJVIVEFXPEOU-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.37
PSDI003996,,InChI=1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,ARXHIJMGSIYYRZ-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI003998,,InChI=1S/C12H5Cl5/c13-7-2-1-3-8(14)10(7)6-4-5-9(15)12(17)11(6)16/h1-5H,GLOOIONSKMZYQZ-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)cccc2Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI00399B,,InChI=1S/C12H5Cl5/c13-7-1-2-8(9(14)5-7)6-3-10(15)12(17)11(16)4-6/h1-5H,YAHNWSSFXMVPOU-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI00399C,,InChI=1S/C12H6Cl4/c13-9-3-1-7(2-4-9)8-5-10(14)12(16)11(15)6-8/h1-6H,BHWVLZJTVIYLIV-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1,1,1,0,0,1,1,0,289.92,5.97,16.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.57
PSDI00399D,,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,REHONNLQRWTIFF-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI00399E,,InChI=1S/C12H4Cl6/c13-5-1-2-6(8(14)3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,1,1,0,0,1,4,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.37
PSDI00399F,,InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,RMPWIIKNWPVWNG-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,1,0,0,1,1,0,391.81,7.93,19.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.34
PSDI0039A0,,InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,LCXMEXLGMKFLQO-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,1,1,0,0,1,2,0,357.84,7.27,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.37
PSDI0039A1,,InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LMQJBFRGXHMNOX-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI0039A2,,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,TULCXSBAPHCWCF-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,1,1,0,0,1,1,0,289.92,5.97,16.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.57
PSDI0039A3,,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,1,1,0,0,1,1,0,323.88,6.62,17.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.52
PSDI0039A5,,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)10-5-9(14)6-11(15)12(10)16/h1-6H,CITMYAMXIZQCJD-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)cc(Cl)c2Cl)cc1,1,1,0,0,1,1,0,289.92,5.97,16.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.57
PSDI0039A6,,InChI=1S/C12H6Cl4/c13-7-2-4-11(15)10(5-7)9-3-1-8(14)6-12(9)16/h1-6H,ZWPVHELAQPIZHO-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,1,1,0,0,1,3,0,289.92,5.97,16.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.61
PSDI0039A7,,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-7-10(14)5-6-12(11)15/h1-7H,VAHKBZSAUKPEOV-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,1,1,0,0,1,4,0,255.96,5.31,15.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.65
PSDI0039A8,,InChI=1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,RKLLTEAEZIJBAU-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,1,1,0,0,1,2,0,289.92,5.97,16.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.61
PSDI0039A9,,InChI=1S/C12H7Cl3/c13-10-4-1-8(2-5-10)9-3-6-11(14)12(15)7-9/h1-7H,YZANRISAORXTHU-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,1,1,0,0,1,1,0,255.96,5.31,15.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.65
